Año de Trabajo,Nivel de Experiencia,Tipo de Empleo,Título del Puesto,Salario,Moneda del Salario,Salario en USD,Residencia del Empleado,Proporcion de Trabajo en Remoto,Ubicacion de la Empresa,Tamaño de la Empresa,ID
2021,Senior,Full-time,Principal Data Scientist,147000,EUR,173762,Alemania,Fully remote,Alemania,Medium,256
2021,Senior,Full-time,Machine Learning Engineer,185000,USD,185000,Estados Unidos,Partially remote,Estados Unidos,Large,257
2021,Director,Full-time,Director of Data Science,120000,EUR,141846,Alemania,No remote work,Alemania,Large,258
2021,Intermediate,Full-time,Data Scientist,130000,USD,130000,Estados Unidos,Partially remote,Estados Unidos,Large,259
2021,Senior,Full-time,Data Analyst,54000,EUR,63831,Alemania,Partially remote,Alemania,Large,260
2021,Intermediate,Full-time,Data Scientist,1250000,INR,16904,India,Fully remote,India,Small,261
2021,Senior,Full-time,Machine Learning Engineer,4900000,INR,66265,India,No remote work,India,Large,262
2021,Intermediate,Full-time,Data Scientist,21600,EUR,25532,Serbia,Fully remote,Alemania,Small,263
2021,Senior,Full-time,Lead Data Engineer,160000,USD,160000,Puerto Rico,Partially remote,Estados Unidos,Small,264
2021,Intermediate,Full-time,Data Engineer,93150,USD,93150,Estados Unidos,No remote work,Estados Unidos,Medium,265
2021,Intermediate,Full-time,Data Engineer,111775,USD,111775,Estados Unidos,No remote work,Estados Unidos,Medium,266
2021,Intermediate,Full-time,Data Engineer,250000,TRY,28016,Turquia,Fully remote,Turquia,Medium,267
2021,Junior,Full-time,Data Engineer,55000,EUR,65013,Alemania,Partially remote,Alemania,Medium,268
2021,Junior,Full-time,Data Engineer,72500,USD,72500,Estados Unidos,Fully remote,Estados Unidos,Large,269
2021,Senior,Full-time,Computer Vision Engineer,102000,BRL,18907,Brasil,No remote work,Brasil,Medium,270
2021,Junior,Full-time,Data Science Consultant,65000,EUR,76833,Alemania,No remote work,Alemania,Large,271
2021,Junior,Full-time,Machine Learning Engineer,85000,USD,85000,Paises Bajos,Fully remote,Alemania,Small,272
2021,Senior,Full-time,Data Scientist,65720,EUR,77684,Francia,Partially remote,Francia,Medium,273
2021,Junior,Full-time,Data Scientist,100000,USD,100000,Estados Unidos,Fully remote,Estados Unidos,Medium,274
2021,Junior,Full-time,Data Scientist,58000,USD,58000,Estados Unidos,Partially remote,Estados Unidos,Large,275
2021,Senior,Full-time,AI Scientist,55000,USD,55000,España,Fully remote,España,Large,276
2021,Senior,Full-time,Data Scientist,180000,TRY,20171,Turquia,Partially remote,Turquia,Large,277
2021,Junior,Full-time,Business Data Analyst,50000,EUR,59102,Luxemburgo,Fully remote,Luxemburgo,Large,278
2021,Intermediate,Full-time,Data Engineer,112000,USD,112000,Estados Unidos,Fully remote,Estados Unidos,Large,279
2021,Junior,Full-time,Research Scientist,100000,USD,100000,Jersey,No remote work,China,Large,280
2021,Intermediate,Part-time,Data Engineer,59000,EUR,69741,Paises Bajos,Fully remote,Paises Bajos,Large,281
2021,Senior,Contract,Staff Data Scientist,105000,USD,105000,Estados Unidos,Fully remote,Estados Unidos,Medium,282
2021,Intermediate,Full-time,Research Scientist,69999,USD,69999,Republica Checa,Partially remote,Republica Checa,Large,283
2021,Senior,Full-time,Data Science Manager,7000000,INR,94665,India,Partially remote,India,Large,284
2021,Senior,Full-time,Head of Data,87000,EUR,102839,Eslovenia,Fully remote,Eslovenia,Large,285
2021,Intermediate,Full-time,Data Scientist,109000,USD,109000,Estados Unidos,Partially remote,Estados Unidos,Large,286
2021,Intermediate,Full-time,Machine Learning Engineer,43200,EUR,51064,Italia,Partially remote,Italia,Large,287
2022,Senior,Full-time,Data Engineer,135000,USD,135000,Estados Unidos,Fully remote,Estados Unidos,Medium,288
2022,Senior,Full-time,Data Analyst,155000,USD,155000,Estados Unidos,Fully remote,Estados Unidos,Medium,289
2022,Senior,Full-time,Data Analyst,120600,USD,120600,Estados Unidos,Fully remote,Estados Unidos,Medium,290
2022,Intermediate,Full-time,Data Scientist,130000,USD,130000,Estados Unidos,No remote work,Estados Unidos,Medium,291
2022,Intermediate,Full-time,Data Scientist,90000,USD,90000,Estados Unidos,No remote work,Estados Unidos,Medium,292
2022,Intermediate,Full-time,Data Engineer,170000,USD,170000,Estados Unidos,Fully remote,Estados Unidos,Medium,293
2022,Intermediate,Full-time,Data Engineer,150000,USD,150000,Estados Unidos,Fully remote,Estados Unidos,Medium,294
2022,Senior,Full-time,Data Analyst,102100,USD,102100,Estados Unidos,Fully remote,Estados Unidos,Medium,295
2022,Senior,Full-time,Data Analyst,84900,USD,84900,Estados Unidos,Fully remote,Estados Unidos,Medium,296
2022,Senior,Full-time,Data Scientist,136620,USD,136620,Estados Unidos,Fully remote,Estados Unidos,Medium,297
2022,Senior,Full-time,Data Scientist,99360,USD,99360,Estados Unidos,Fully remote,Estados Unidos,Medium,298
2022,Senior,Full-time,Data Scientist,90000,GBP,117789,Reino Unido,No remote work,Reino Unido,Medium,299
2022,Senior,Full-time,Data Scientist,80000,GBP,104702,Reino Unido,No remote work,Reino Unido,Medium,300
2022,Senior,Full-time,Data Scientist,146000,USD,146000,Estados Unidos,Fully remote,Estados Unidos,Medium,301
2022,Senior,Full-time,Data Scientist,123000,USD,123000,Estados Unidos,Fully remote,Estados Unidos,Medium,302
2022,Junior,Full-time,Data Engineer,40000,GBP,52351,Reino Unido,Fully remote,Reino Unido,Medium,303
2022,Senior,Full-time,Data Analyst,99000,USD,99000,Estados Unidos,No remote work,Estados Unidos,Medium,304
2022,Senior,Full-time,Data Analyst,116000,USD,116000,Estados Unidos,No remote work,Estados Unidos,Medium,305
2022,Intermediate,Full-time,Data Analyst,106260,USD,106260,Estados Unidos,No remote work,Estados Unidos,Medium,306
2022,Intermediate,Full-time,Data Analyst,126500,USD,126500,Estados Unidos,No remote work,Estados Unidos,Medium,307
2022,Director,Full-time,Data Engineer,242000,USD,242000,Estados Unidos,Fully remote,Estados Unidos,Medium,308
2022,Director,Full-time,Data Engineer,200000,USD,200000,Estados Unidos,Fully remote,Estados Unidos,Medium,309
2022,Intermediate,Full-time,Data Scientist,50000,GBP,65438,Reino Unido,No remote work,Reino Unido,Medium,310
2022,Intermediate,Full-time,Data Scientist,30000,GBP,39263,Reino Unido,No remote work,Reino Unido,Medium,311
2022,Intermediate,Full-time,Data Engineer,60000,GBP,78526,Reino Unido,No remote work,Reino Unido,Medium,312
2022,Intermediate,Full-time,Data Engineer,40000,GBP,52351,Reino Unido,No remote work,Reino Unido,Medium,313
2022,Senior,Full-time,Data Scientist,165220,USD,165220,Estados Unidos,Fully remote,Estados Unidos,Medium,314
2022,Junior,Full-time,Data Engineer,35000,GBP,45807,Reino Unido,Fully remote,Reino Unido,Medium,315
2022,Senior,Full-time,Data Scientist,120160,USD,120160,Estados Unidos,Fully remote,Estados Unidos,Medium,316
2022,Senior,Full-time,Data Analyst,90320,USD,90320,Estados Unidos,Fully remote,Estados Unidos,Medium,317
2022,Senior,Full-time,Data Engineer,181940,USD,181940,Estados Unidos,No remote work,Estados Unidos,Medium,318
2022,Senior,Full-time,Data Engineer,132320,USD,132320,Estados Unidos,No remote work,Estados Unidos,Medium,319
2022,Senior,Full-time,Data Engineer,220110,USD,220110,Estados Unidos,No remote work,Estados Unidos,Medium,320
2022,Senior,Full-time,Data Engineer,160080,USD,160080,Estados Unidos,No remote work,Estados Unidos,Medium,321
2022,Senior,Full-time,Data Scientist,180000,USD,180000,Estados Unidos,No remote work,Estados Unidos,Large,322
2022,Senior,Full-time,Data Scientist,120000,USD,120000,Estados Unidos,No remote work,Estados Unidos,Large,323
2022,Senior,Full-time,Data Analyst,124190,USD,124190,Estados Unidos,Fully remote,Estados Unidos,Medium,324
2022,Director,Full-time,Data Analyst,130000,USD,130000,Estados Unidos,Fully remote,Estados Unidos,Medium,325
2022,Director,Full-time,Data Analyst,110000,USD,110000,Estados Unidos,Fully remote,Estados Unidos,Medium,326
2022,Senior,Full-time,Data Analyst,170000,USD,170000,Estados Unidos,Fully remote,Estados Unidos,Medium,327
2022,Intermediate,Full-time,Data Analyst,115500,USD,115500,Estados Unidos,Fully remote,Estados Unidos,Medium,328
2022,Senior,Full-time,Data Analyst,112900,USD,112900,Estados Unidos,Fully remote,Estados Unidos,Medium,329
2022,Senior,Full-time,Data Engineer,165400,USD,165400,Estados Unidos,Fully remote,Estados Unidos,Medium,330
2022,Senior,Full-time,Data Engineer,132320,USD,132320,Estados Unidos,Fully remote,Estados Unidos,Medium,331
2022,Intermediate,Full-time,Data Analyst,167000,USD,167000,Estados Unidos,Fully remote,Estados Unidos,Medium,332
2022,Senior,Full-time,Data Engineer,243900,USD,243900,Estados Unidos,Fully remote,Estados Unidos,Medium,333
2022,Senior,Full-time,Data Analyst,136600,USD,136600,Estados Unidos,Fully remote,Estados Unidos,Medium,334
2022,Senior,Full-time,Data Analyst,109280,USD,109280,Estados Unidos,Fully remote,Estados Unidos,Medium,335
2022,Senior,Full-time,Data Engineer,128875,USD,128875,Estados Unidos,Fully remote,Estados Unidos,Medium,336
2022,Senior,Full-time,Data Engineer,93700,USD,93700,Estados Unidos,Fully remote,Estados Unidos,Medium,337
2022,Director,Full-time,Head of Data Science,224000,USD,224000,Estados Unidos,Fully remote,Estados Unidos,Medium,338
2022,Director,Full-time,Head of Data Science,167875,USD,167875,Estados Unidos,Fully remote,Estados Unidos,Medium,339
2022,Director,Full-time,Analytics Engineer,175000,USD,175000,Estados Unidos,Fully remote,Estados Unidos,Medium,340
2022,Senior,Full-time,Data Engineer,156600,USD,156600,Estados Unidos,Fully remote,Estados Unidos,Medium,341
2022,Senior,Full-time,Data Engineer,108800,USD,108800,Estados Unidos,No remote work,Estados Unidos,Medium,342
2022,Senior,Full-time,Data Scientist,95550,USD,95550,Estados Unidos,No remote work,Estados Unidos,Medium,343
2022,Senior,Full-time,Data Engineer,113000,USD,113000,Estados Unidos,No remote work,Estados Unidos,Large,344
2022,Senior,Full-time,Data Analyst,135000,USD,135000,Estados Unidos,Fully remote,Estados Unidos,Medium,345
2022,Senior,Full-time,Data Science Manager,161342,USD,161342,Estados Unidos,Fully remote,Estados Unidos,Medium,346
2022,Senior,Full-time,Data Science Manager,137141,USD,137141,Estados Unidos,Fully remote,Estados Unidos,Medium,347
2022,Senior,Full-time,Data Scientist,167000,USD,167000,Estados Unidos,Fully remote,Estados Unidos,Medium,348
2022,Senior,Full-time,Data Engineer,60000,GBP,78526,Reino Unido,No remote work,Reino Unido,Medium,349
2022,Senior,Full-time,Data Engineer,50000,GBP,65438,Reino Unido,No remote work,Reino Unido,Medium,350
2022,Senior,Full-time,Data Scientist,150000,USD,150000,Estados Unidos,No remote work,Estados Unidos,Medium,351
2022,Senior,Full-time,Data Scientist,211500,USD,211500,Estados Unidos,Fully remote,Estados Unidos,Medium,352
2022,Senior,Full-time,Data Architect,192400,USD,192400,Canada,Fully remote,Canada,Medium,353
2022,Senior,Full-time,Data Architect,90700,USD,90700,Canada,Fully remote,Canada,Medium,354
2022,Senior,Full-time,Data Analyst,130000,USD,130000,Canada,Fully remote,Canada,Medium,355
2022,Senior,Full-time,Data Analyst,61300,USD,61300,Canada,Fully remote,Canada,Medium,356
2022,Senior,Full-time,Data Engineer,160000,USD,160000,Estados Unidos,No remote work,Estados Unidos,Large,357
2022,Senior,Full-time,Data Scientist,138600,USD,138600,Estados Unidos,Fully remote,Estados Unidos,Medium,358
2022,Senior,Full-time,Data Engineer,136000,USD,136000,Estados Unidos,No remote work,Estados Unidos,Medium,359
2022,Intermediate,Full-time,Data Analyst,58000,USD,58000,Estados Unidos,No remote work,Estados Unidos,Small,360
2022,Director,Full-time,Analytics Engineer,135000,USD,135000,Estados Unidos,Fully remote,Estados Unidos,Medium,361
2022,Senior,Full-time,Data Scientist,170000,USD,170000,Estados Unidos,Fully remote,Estados Unidos,Medium,362
2022,Senior,Full-time,Machine Learning Engineer,189650,USD,189650,Estados Unidos,No remote work,Estados Unidos,Medium,363
2022,Senior,Full-time,Machine Learning Engineer,164996,USD,164996,Estados Unidos,No remote work,Estados Unidos,Medium,364
2022,Intermediate,Full-time,ETL Developer,50000,EUR,54957,Grecia,No remote work,Grecia,Medium,365
2022,Director,Full-time,Lead Data Engineer,150000,CAD,118187,Canada,Fully remote,Canada,Small,366
2022,Senior,Full-time,Data Analyst,132000,USD,132000,Estados Unidos,No remote work,Estados Unidos,Medium,367
2022,Senior,Full-time,Data Architect,208775,USD,208775,Estados Unidos,Fully remote,Estados Unidos,Medium,368
2022,Senior,Full-time,Data Architect,147800,USD,147800,Estados Unidos,Fully remote,Estados Unidos,Medium,369
2022,Senior,Full-time,Data Engineer,136994,USD,136994,Estados Unidos,Fully remote,Estados Unidos,Medium,370
2022,Senior,Full-time,Data Engineer,101570,USD,101570,Estados Unidos,Fully remote,Estados Unidos,Medium,371
2022,Senior,Full-time,Data Analyst,128875,USD,128875,Estados Unidos,Fully remote,Estados Unidos,Medium,372
2022,Senior,Full-time,Data Analyst,93700,USD,93700,Estados Unidos,Fully remote,Estados Unidos,Medium,373
2022,Director,Full-time,Head of Machine Learning,6000000,INR,79039,India,Partially remote,India,Large,374
2022,Junior,Full-time,Machine Learning Engineer,28500,GBP,37300,Reino Unido,Fully remote,Reino Unido,Large,375
2022,Senior,Full-time,Data Analyst,164000,USD,164000,Estados Unidos,No remote work,Estados Unidos,Medium,376
2022,Senior,Full-time,Data Engineer,155000,USD,155000,Estados Unidos,Fully remote,Estados Unidos,Medium,377
2022,Intermediate,Full-time,Machine Learning Engineer,95000,GBP,124333,Reino Unido,No remote work,Reino Unido,Medium,378
2022,Intermediate,Full-time,Machine Learning Engineer,75000,GBP,98158,Reino Unido,No remote work,Reino Unido,Medium,379
2022,Intermediate,Full-time,AI Scientist,120000,USD,120000,Estados Unidos,No remote work,Estados Unidos,Medium,380
2022,Senior,Full-time,Data Analytics Manager,145000,USD,145000,Estados Unidos,Fully remote,Estados Unidos,Medium,381
2022,Senior,Full-time,Data Analytics Manager,105400,USD,105400,Estados Unidos,Fully remote,Estados Unidos,Medium,382
2022,Intermediate,Full-time,Machine Learning Engineer,80000,EUR,87932,Francia,Fully remote,Alemania,Medium,383
2022,Intermediate,Full-time,Data Engineer,90000,GBP,117789,Reino Unido,No remote work,Reino Unido,Medium,384
2022,Senior,Full-time,Data Scientist,215300,USD,215300,Estados Unidos,Fully remote,Estados Unidos,Large,385
2022,Senior,Full-time,Data Scientist,158200,USD,158200,Estados Unidos,Fully remote,Estados Unidos,Large,386
2022,Senior,Full-time,Data Engineer,209100,USD,209100,Estados Unidos,Fully remote,Estados Unidos,Large,387
2022,Senior,Full-time,Data Engineer,154600,USD,154600,Estados Unidos,Fully remote,Estados Unidos,Large,388
2022,Senior,Full-time,Data Analyst,115934,USD,115934,Estados Unidos,No remote work,Estados Unidos,Medium,389
2022,Senior,Full-time,Data Analyst,81666,USD,81666,Estados Unidos,No remote work,Estados Unidos,Medium,390
2022,Senior,Full-time,Data Engineer,175000,USD,175000,Estados Unidos,Fully remote,Estados Unidos,Medium,391
2022,Intermediate,Full-time,Data Engineer,75000,GBP,98158,Reino Unido,No remote work,Reino Unido,Medium,392
2022,Senior,Full-time,Data Engineer,183600,USD,183600,Estados Unidos,Fully remote,Estados Unidos,Large,393
2022,Intermediate,Full-time,Data Analyst,40000,GBP,52351,Reino Unido,Fully remote,Reino Unido,Medium,394
2022,Senior,Full-time,Data Scientist,180000,USD,180000,Estados Unidos,Fully remote,Estados Unidos,Medium,395
2022,Intermediate,Full-time,Data Scientist,55000,GBP,71982,Reino Unido,No remote work,Reino Unido,Medium,396
2022,Intermediate,Full-time,Data Scientist,35000,GBP,45807,Reino Unido,No remote work,Reino Unido,Medium,397
2022,Intermediate,Full-time,Data Engineer,60000,EUR,65949,Grecia,Fully remote,Grecia,Medium,398
2022,Intermediate,Full-time,Data Engineer,45000,EUR,49461,Grecia,Fully remote,Grecia,Medium,399
2022,Intermediate,Full-time,Data Engineer,60000,GBP,78526,Reino Unido,Fully remote,Reino Unido,Medium,400
2022,Intermediate,Full-time,Data Engineer,45000,GBP,58894,Reino Unido,Fully remote,Reino Unido,Medium,401
2022,Senior,Full-time,Data Scientist,260000,USD,260000,Estados Unidos,Fully remote,Estados Unidos,Medium,402
2022,Senior,Full-time,Data Science Engineer,60000,USD,60000,Argentina,Fully remote,Mexico,Large,403
2022,Intermediate,Full-time,Data Engineer,63900,USD,63900,Estados Unidos,No remote work,Estados Unidos,Medium,404
2022,Intermediate,Full-time,Machine Learning Scientist,160000,USD,160000,Estados Unidos,Fully remote,Estados Unidos,Large,405
2022,Intermediate,Full-time,Machine Learning Scientist,112300,USD,112300,Estados Unidos,Fully remote,Estados Unidos,Large,406
2022,Intermediate,Full-time,Data Science Manager,241000,USD,241000,Estados Unidos,Fully remote,Estados Unidos,Medium,407
2022,Intermediate,Full-time,Data Science Manager,159000,USD,159000,Estados Unidos,Fully remote,Estados Unidos,Medium,408
2022,Senior,Full-time,Data Scientist,180000,USD,180000,Estados Unidos,No remote work,Estados Unidos,Medium,409
2022,Senior,Full-time,Data Scientist,80000,USD,80000,Estados Unidos,No remote work,Estados Unidos,Medium,410
2022,Intermediate,Full-time,Data Engineer,82900,USD,82900,Estados Unidos,No remote work,Estados Unidos,Medium,411
2022,Senior,Full-time,Data Engineer,100800,USD,100800,Estados Unidos,Fully remote,Estados Unidos,Large,412
2022,Intermediate,Full-time,Data Engineer,45000,EUR,49461,España,Fully remote,España,Medium,413
2022,Senior,Full-time,Data Scientist,140400,USD,140400,Estados Unidos,No remote work,Estados Unidos,Large,414
2022,Intermediate,Full-time,Data Analyst,30000,GBP,39263,Reino Unido,Fully remote,Reino Unido,Medium,415
2022,Intermediate,Full-time,Data Analyst,40000,EUR,43966,España,Fully remote,España,Medium,416
2022,Intermediate,Full-time,Data Analyst,30000,EUR,32974,España,Fully remote,España,Medium,417
2022,Intermediate,Full-time,Data Engineer,80000,EUR,87932,España,Fully remote,España,Medium,418
2022,Intermediate,Full-time,Data Engineer,70000,EUR,76940,España,Fully remote,España,Medium,419
2022,Intermediate,Full-time,Data Engineer,80000,GBP,104702,Reino Unido,Fully remote,Reino Unido,Medium,420
2022,Intermediate,Full-time,Data Engineer,70000,GBP,91614,Reino Unido,Fully remote,Reino Unido,Medium,421
2022,Intermediate,Full-time,Data Engineer,60000,EUR,65949,España,Fully remote,España,Medium,422
2022,Intermediate,Full-time,Data Engineer,80000,EUR,87932,Grecia,Fully remote,Grecia,Medium,423
2022,Intermediate,Full-time,Data Analyst,40000,EUR,43966,Grecia,Fully remote,Grecia,Medium,424
2022,Intermediate,Full-time,Data Analyst,30000,EUR,32974,Grecia,Fully remote,Grecia,Medium,425
2022,Intermediate,Full-time,Data Engineer,75000,GBP,98158,Reino Unido,Fully remote,Reino Unido,Medium,426
2022,Senior,Full-time,Data Scientist,215300,USD,215300,Estados Unidos,No remote work,Estados Unidos,Large,427
2022,Intermediate,Full-time,Data Engineer,70000,EUR,76940,Grecia,Fully remote,Grecia,Medium,428
2022,Senior,Full-time,Data Engineer,180000,USD,180000,Estados Unidos,Fully remote,Estados Unidos,Medium,429
2022,Junior,Full-time,ML Engineer,20000,EUR,21983,Portugal,Fully remote,Portugal,Large,430
2022,Senior,Full-time,Data Engineer,80000,USD,80000,Estados Unidos,Fully remote,Estados Unidos,Medium,431
2022,Intermediate,Full-time,Machine Learning Developer,100000,CAD,78791,Canada,Fully remote,Canada,Medium,432
2022,Director,Full-time,Director of Data Science,250000,CAD,196979,Canada,Partially remote,Canada,Large,433
2022,Intermediate,Full-time,Machine Learning Engineer,120000,USD,120000,Estados Unidos,Fully remote,Estados Unidos,Small,434
2022,Junior,Full-time,Computer Vision Engineer,125000,USD,125000,Estados Unidos,No remote work,Estados Unidos,Medium,435
2022,Intermediate,Full-time,NLP Engineer,240000,CNY,37236,Estados Unidos,Partially remote,Estados Unidos,Large,436
2022,Senior,Full-time,Data Engineer,105000,USD,105000,Estados Unidos,Fully remote,Estados Unidos,Medium,437
2022,Senior,Full-time,Lead Machine Learning Engineer,80000,EUR,87932,Alemania,No remote work,Alemania,Medium,438
2022,Intermediate,Full-time,Business Data Analyst,1400000,INR,18442,India,Fully remote,India,Medium,439
2022,Intermediate,Full-time,Data Scientist,2400000,INR,31615,India,Fully remote,India,Large,440
2022,Intermediate,Full-time,Machine Learning Infrastructure Engineer,53000,EUR,58255,Portugal,Partially remote,Portugal,Large,441
2022,Junior,Full-time,Financial Data Analyst,100000,USD,100000,Estados Unidos,Partially remote,Estados Unidos,Large,442
2022,Intermediate,Part-time,Data Engineer,50000,EUR,54957,Alemania,Partially remote,Alemania,Large,443
2022,Junior,Full-time,Data Scientist,1400000,INR,18442,India,Fully remote,India,Medium,444
2022,Senior,Full-time,Principal Data Scientist,148000,EUR,162674,Alemania,Fully remote,Alemania,Medium,445
2022,Junior,Full-time,Data Engineer,120000,USD,120000,Estados Unidos,Fully remote,Estados Unidos,Medium,446
2022,Senior,Full-time,Research Scientist,144000,USD,144000,Estados Unidos,Partially remote,Estados Unidos,Large,447
2022,Senior,Full-time,Data Scientist,104890,USD,104890,Estados Unidos,Fully remote,Estados Unidos,Medium,448
2022,Senior,Full-time,Data Engineer,100000,USD,100000,Estados Unidos,Fully remote,Estados Unidos,Medium,449
2022,Senior,Full-time,Data Scientist,140000,USD,140000,Estados Unidos,Fully remote,Estados Unidos,Medium,450
2022,Intermediate,Full-time,Data Analyst,135000,USD,135000,Estados Unidos,Fully remote,Estados Unidos,Medium,451
2022,Intermediate,Full-time,Data Analyst,50000,USD,50000,Estados Unidos,Fully remote,Estados Unidos,Medium,452
2022,Senior,Full-time,Data Scientist,220000,USD,220000,Estados Unidos,Fully remote,Estados Unidos,Medium,453
2022,Intermediate,Full-time,Data Scientist,140000,GBP,183228,Reino Unido,No remote work,Reino Unido,Medium,454
2022,Intermediate,Full-time,Data Scientist,70000,GBP,91614,Reino Unido,No remote work,Reino Unido,Medium,455
2022,Senior,Full-time,Data Scientist,185100,USD,185100,Estados Unidos,Fully remote,Estados Unidos,Medium,456
2022,Senior,Full-time,Machine Learning Engineer,220000,USD,220000,Estados Unidos,Fully remote,Estados Unidos,Medium,457
2022,Intermediate,Full-time,Data Scientist,200000,USD,200000,Estados Unidos,Fully remote,Estados Unidos,Medium,458
2022,Intermediate,Full-time,Data Scientist,120000,USD,120000,Estados Unidos,Fully remote,Estados Unidos,Medium,459
2022,Senior,Full-time,Machine Learning Engineer,120000,USD,120000,Emiratos Arabes Unidos,Fully remote,Emiratos Arabes Unidos,Small,460
2022,Senior,Full-time,Machine Learning Engineer,65000,USD,65000,Emiratos Arabes Unidos,Fully remote,Emiratos Arabes Unidos,Small,461
2022,Director,Full-time,Data Engineer,324000,USD,324000,Estados Unidos,Fully remote,Estados Unidos,Medium,462
2022,Director,Full-time,Data Engineer,216000,USD,216000,Estados Unidos,Fully remote,Estados Unidos,Medium,463
2022,Senior,Full-time,Data Engineer,210000,USD,210000,Estados Unidos,Fully remote,Estados Unidos,Medium,464
2022,Senior,Full-time,Machine Learning Engineer,120000,USD,120000,Estados Unidos,Fully remote,Estados Unidos,Medium,465
2022,Senior,Full-time,Data Scientist,230000,USD,230000,Estados Unidos,Fully remote,Estados Unidos,Medium,466
2022,Junior,Part-time,Data Scientist,100000,USD,100000,Argelia,Partially remote,Argelia,Medium,467
2022,Intermediate,Freelance,Data Scientist,100000,USD,100000,Canada,Fully remote,Estados Unidos,Medium,468
2022,Junior,Contract,Applied Machine Learning Scientist,29000,EUR,31875,Túnez,Fully remote,Republica Checa,Medium,469
2022,Senior,Full-time,Head of Data,200000,USD,200000,Malasia,Fully remote,Estados Unidos,Medium,470
2022,Intermediate,Full-time,Principal Data Analyst,75000,USD,75000,Canada,Fully remote,Canada,Small,471
2022,Intermediate,Full-time,Data Scientist,150000,PLN,35590,Polonia,Fully remote,Polonia,Large,472
2022,Senior,Full-time,Machine Learning Developer,100000,CAD,78791,Canada,Fully remote,Canada,Medium,473
2022,Senior,Full-time,Data Scientist,100000,USD,100000,Brasil,Fully remote,Estados Unidos,Medium,474
2022,Intermediate,Full-time,Machine Learning Scientist,153000,USD,153000,Estados Unidos,Partially remote,Estados Unidos,Medium,475
2022,Junior,Full-time,Data Engineer,52800,EUR,58035,Pakistan,Fully remote,Alemania,Medium,476
2022,Senior,Full-time,Data Scientist,165000,USD,165000,Estados Unidos,Fully remote,Estados Unidos,Medium,477
2022,Senior,Full-time,Research Scientist,85000,EUR,93427,Francia,Partially remote,Francia,Large,478
2022,Junior,Full-time,Data Scientist,66500,CAD,52396,Canada,Fully remote,Canada,Large,479
2022,Senior,Full-time,Machine Learning Engineer,57000,EUR,62651,Paises Bajos,Fully remote,Paises Bajos,Large,480
2022,Intermediate,Full-time,Head of Data,30000,EUR,32974,Estonia,Fully remote,Estonia,Small,481
2022,Junior,Full-time,Data Scientist,40000,USD,40000,Japon,Fully remote,Malasia,Large,482
2022,Intermediate,Full-time,Machine Learning Engineer,121000,AUD,87425,Australia,Fully remote,Australia,Large,483
2022,Senior,Full-time,Data Engineer,115000,USD,115000,Estados Unidos,Fully remote,Estados Unidos,Medium,484
2022,Junior,Full-time,Data Scientist,120000,AUD,86703,Australia,Partially remote,Australia,Medium,485
2022,Intermediate,Full-time,Applied Machine Learning Scientist,75000,USD,75000,Bolivia,Fully remote,Estados Unidos,Large,486
2022,Intermediate,Full-time,Research Scientist,59000,EUR,64849,Austria,No remote work,Austria,Large,487
2022,Junior,Full-time,Research Scientist,120000,USD,120000,Estados Unidos,Fully remote,Estados Unidos,Large,488
2022,Intermediate,Full-time,Applied Data Scientist,157000,USD,157000,Estados Unidos,Fully remote,Estados Unidos,Large,489
2022,Junior,Full-time,Computer Vision Software Engineer,150000,USD,150000,Australia,Fully remote,Australia,Small,490
2022,Intermediate,Full-time,Business Data Analyst,90000,CAD,70912,Canada,Partially remote,Canada,Large,491
2022,Junior,Full-time,Data Engineer,65000,USD,65000,Estados Unidos,Fully remote,Estados Unidos,Small,492
2022,Senior,Full-time,Machine Learning Engineer,65000,EUR,71444,Irlanda,Fully remote,Irlanda,Small,493
2022,Junior,Full-time,Data Analytics Engineer,20000,USD,20000,Pakistan,No remote work,Pakistan,Medium,494
2022,Intermediate,Full-time,Data Scientist,48000,USD,48000,Rusia,Fully remote,Estados Unidos,Small,495
2022,Senior,Full-time,Data Science Manager,152500,USD,152500,Estados Unidos,Fully remote,Estados Unidos,Medium,496
2022,Intermediate,Full-time,Data Engineer,62000,EUR,68147,Francia,Fully remote,Francia,Medium,497
2022,Intermediate,Full-time,Data Scientist,115000,CHF,122346,Suiza,No remote work,Suiza,Large,498
2022,Senior,Full-time,Applied Data Scientist,380000,USD,380000,Estados Unidos,Fully remote,Estados Unidos,Large,499
2022,Intermediate,Full-time,Data Scientist,88000,CAD,69336,Canada,Fully remote,Canada,Medium,500
2022,Junior,Full-time,Computer Vision Engineer,10000,USD,10000,Portugal,Fully remote,Luxemburgo,Medium,501
2022,Intermediate,Full-time,Data Analyst,20000,USD,20000,Grecia,Fully remote,Grecia,Small,502
2022,Senior,Full-time,Data Analytics Lead,405000,USD,405000,Estados Unidos,Fully remote,Estados Unidos,Large,503
2022,Intermediate,Full-time,Data Scientist,135000,USD,135000,Estados Unidos,Fully remote,Estados Unidos,Large,504
2022,Senior,Full-time,Applied Data Scientist,177000,USD,177000,Estados Unidos,Fully remote,Estados Unidos,Large,505
2022,Intermediate,Full-time,Data Scientist,78000,USD,78000,Estados Unidos,Fully remote,Estados Unidos,Medium,506
2022,Senior,Full-time,Data Analyst,100000,USD,100000,Estados Unidos,Fully remote,Estados Unidos,Medium,507
